objectid,facility_id,ctprvnnm,signgunm,signgucode,rdnmadr,lnmadr,fclty_knd,trget_fclty_nm,latitude,longitude,institution_nm,cmptnc_polcsttn_nm,cctv_yn,cctv_number,prtcarea_rw,dsgn_ymd,et,bt,sgngnrco,unitysflblco,prtcareasflblco,crslkco,hghlacrslkco,bollaco,rdscindictco,prctfenceet,nesinstlet,roadrflectco,ovrspdprvnco,sliprvnfclco,sliprvnfclet,lmttves,lmttvesgnalco,prkstopprhibtsgnalco,referencedate,instt_code,instt_nm,handicapcvntlyn,handicapcvntltype,shape_Length,shape_Area
789,771,인천광역시,중구,28110,영종대로,인천광역시 중구 운서동3056-6,유치원,초롱유치원,37.494478,126.482167,인천광역시청,,,,,,,,2,2,,1,0,,,,540,,,,,60,,0,2021-12-03,,,,,674.3739038,11895.03915
790,781,인천광역시,중구,28110,마시란로,인천광역시 중구 용유동7-3,어린이집,바다어린이집,37.436752,126.413189,인천광역시청,,,,,,,,,4,,,0,,7,,,1,6,2,,30,,0,2021-12-03,,,,,921.5597985,3473.382283
791,772,인천광역시,중구,28110,백운로,인천광역시 중구 영종동,유치원,영종유치원,37.499741,126.555311,인천광역시청,,,,,,,,,4,,,0,,7,,,2,3,3,,30,,0,2021-12-03,,,,,953.1574462,5338.85948
792,865,인천광역시,미추홀구,28177,승학길,인천광역시 미추홀구 문학동156-3,어린이집,성지어린이집,37.44138,126.67901,인천광역시청,,,,,,,,0,0,,0,0,0,4,36,0,0,1,,,30,,0,2021-12-03,,,,,211.0405355,637.310466
793,886,인천광역시,미추홀구,28177,학익소로63번길,인천광역시 미추홀구 학익2동663-4,어린이집,법원어린이집,37.441042,126.672421,인천광역시청,,,,,,,,0,0,,0,0,0,16,0,0,0,4,,,30,,0,2021-12-03,,,,,757.615445,3810.376772
794,773,인천광역시,중구,28110,백운로,인천광역시 중구 영종동,유치원,영종유치원,37.500483,126.551599,인천광역시청,,,,,,,,,3,,,0,,12,,,,3,2,,30,,0,2021-12-03,,,,,927.4428973,3992.316764
795,774,인천광역시,중구,28110,눈돌로,인천광역시 중구 운서동3056-6,유치원,무지개유치원,37.491896,126.48428,인천광역시청,,,,,,,,,2,,1,0,,5,,,,2,1,,30,,0,2021-12-03,,,,,315.6728598,1382.178165
796,775,인천광역시,중구,28110,중산동1911-6,인천광역시 중구 영종1동1640-1,유치원,뒤나미스유치원,37.499959,126.567097,인천광역시청,,,,,,,,,2,,,0,,3,,,,1,1,,30,,0,2021-12-03,,,,,187.6202747,1042.683287
797,782,인천광역시,중구,28110,운남서로76번길,인천광역시 중구 영종동,어린이집,예쁜어린이집/하람어린이집/운남어린이집,37.49314,126.531671,인천광역시청,,,,,,,,,3,,1,0,,15,,,5,6,3,,30,,0,2021-12-03,,,,,473.994836,2271.131212
798,783,인천광역시,중구,28110,운남서로,인천광역시 중구 영종동,어린이집,예쁜어린이집/하람어린이집/운남어린이집,37.494075,126.532616,인천광역시청,,,,,,,,4,3,,7,0,,8,,,,2,2,,30,,0,2021-12-03,,,,,389.7006754,2792.07319
799,777,인천광역시,중구,28110,신도시북로88번길,인천광역시 중구 운서동3056-6,어린이집,사랑어린이집,37.499716,126.489047,인천광역시청,,,,,,,,,6,,,0,,6,64,,,1,5,,30,,0,2021-12-03,,,,,563.5253264,2476.155305
800,810,인천광역시,동구,28140,우각로32번길,인천광역시 동구 금창동77,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.470719,126.63929,인천광역시청,,,,,,,,0,0,,0,0,0,1,0,0,0,0,0,,0,,0,2021-12-03,,,,,82.4907333,187.4446586
801,778,인천광역시,중구,28110,신도시북로,인천광역시 중구 운서동3056-6,어린이집,사랑어린이집,37.500119,126.490245,인천광역시청,,,,,,,,3,,,3,0,,,,,,,,,60,,0,2021-12-03,,,,,610.5144481,8104.117538
802,947,인천광역시,미추홀구,28177,제일로40번길,인천광역시 미추홀구 주안2동600-1,초등학교,주안초등학교,37.454484,126.674383,인천광역시청,,,,,,,,0,0,,0,0,0,4,93,0,1,1,,,30,,0,2021-12-03,,,,,261.8989673,641.1435766
803,779,인천광역시,중구,28110,공항로424번길,인천광역시 중구 운서동3056-6,어린이집,인천공항어린이집,37.439808,126.464562,인천광역시청,,,,,,,,,2,,,0,,2,,900,,,1,,30,,0,2021-12-03,,,,,855.6211976,13584.20547
804,864,인천광역시,미추홀구,28177,문학길125번길,인천광역시 미추홀구 문학동156-3,어린이집,문학어린이집,37.435049,126.684739,인천광역시청,,,,,,,,0,0,,0,0,0,2,0,0,0,0,,,30,,0,2021-12-03,,,,,175.21742,626.5984379
805,807,인천광역시,동구,28140,송림로82번길,인천광역시 동구 송림2동,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.474978,126.643928,인천광역시청,,,,,,,,0,0,,0,0,0,11,0,0,2,3,0,,0,,0,2021-12-03,,,,,258.1465978,833.9273342
806,784,인천광역시,중구,28110,운남로,인천광역시 중구 영종동,어린이집,예쁜어린이집/하람어린이집/운남어린이집,37.497035,126.536006,인천광역시청,,,,,,,,,3,,1,0,,15,,,5,6,3,,30,,0,2021-12-03,,,,,1922.859896,9442.766362
807,787,인천광역시,중구,28110,남디로14번길,인천광역시 중구 영종동,유치원,이튼유치원,37.481064,126.52007,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,426.7989428,2043.020091
808,789,인천광역시,중구,28110,두미포로,인천광역시 중구 영종1동1640-1,초등학교,중산초등학교,37.495391,126.565906,인천광역시청,,,,,,,,3,,,3,0,,,100,,,,,,60,,0,2021-12-03,,,,,1757.258891,17304.50064
809,791,인천광역시,중구,28110,자연대로,인천광역시 중구 영종1동1640-1,초등학교,별빛초등학교,37.492707,126.553884,인천광역시청,,,,,,,,4,2,,2,0,,21,,,,,,,50,,0,2021-12-03,,,,,722.5161541,14904.66154
810,792,인천광역시,중구,28110,대무의로,인천광역시 중구 용유동7-3,초등학교,인천용유초등학교무의분교,37.390684,126.425388,인천광역시청,,,,,,,,,,,,0,,,,,,,,,30,,0,2021-12-03,,,,,998.5067925,2922.099106
811,819,인천광역시,동구,28140,샛골로193번길,인천광역시 동구 송현3동,초등학교,서흥초교-동구노인복지회관통합,37.47993,126.644483,인천광역시청,,,,,,,,0,0,,0,0,0,6,0,0,0,1,0,,0,,0,2021-12-03,,,,,317.4368121,1194.069723
812,793,인천광역시,동구,28140,화도진로,인천광역시 동구 송현1.2동,초등학교,송림초교,37.47424,126.635979,인천광역시청,,,,,,,,4,31,,0,0,0,0,0,0,0,2,1,,0,,0,2021-12-03,,,,,631.2282512,5245.90733
813,857,인천광역시,미추홀구,28177,한나루로489번길,인천광역시 미추홀구 용현1.4동,어린이집,예뜰어린이집,37.451802,126.663009,인천광역시청,,,,,,,,0,0,,0,0,0,7,0,0,0,4,,,30,,0,2021-12-03,,,,,272.2313309,1253.875498
814,794,인천광역시,동구,28140,솔빛로,인천광역시 동구 송림1동182-222,초등학교,송림초교,37.47496,126.638812,인천광역시청,,,,,,,,0,18,,0,0,0,18,200,0,6,9,2,,0,,0,2021-12-03,,,,,537.3026924,2006.658396
815,797,인천광역시,동구,28140,제물량로,인천광역시 동구 만석동,어린이집,만석초교-화도보듬이나눔이어린이집,37.484747,126.62812,인천광역시청,,,,,,,,4,0,,0,0,0,21,330,0,0,1,2,,0,,0,2021-12-03,,,,,776.4378572,5336.148739
816,841,인천광역시,미추홀구,28177,주안로160번길,인천광역시 미추홀구 주안6동951-5,어린이집,삼성어린이집,37.460468,126.687504,인천광역시청,,,,,,,,0,0,,0,0,0,4,0,0,0,3,,,30,,0,2021-12-03,,,,,293.7820358,1008.535842
817,798,인천광역시,동구,28140,쌍우물로,인천광역시 동구 화수1.화평동,어린이집,만석초교-화도보듬이나눔이어린이집,37.484236,126.628947,인천광역시청,,,,,,,,0,0,,0,0,0,6,15,0,2,4,1,,0,,0,2021-12-03,,,,,367.8884548,1598.4088
818,801,인천광역시,동구,28140,쌍우물로,인천광역시 동구 화수1.화평동,어린이집,통합구역(송현초교-화평어린이집),37.481416,126.632529,인천광역시청,,,,,,,,0,0,,0,0,0,9,95,0,0,3,1,,0,,0,2021-12-03,,,,,341.2315876,1594.258547
819,846,인천광역시,미추홀구,28177,수봉로33번길2,인천광역시 미추홀구 도화1동600-1,어린이집,숲속실로암어린이집,37.463752,126.662902,인천광역시청,,,,,,,,0,0,,0,0,0,6,0,0,0,3,,,30,,0,2021-12-03,,,,,211.0500998,827.4996126
820,802,인천광역시,동구,28140,송화로,인천광역시 동구 화수1.화평동,어린이집,통합구역(송현초교-화평어린이집),37.480597,126.633179,인천광역시청,,,,,,,,0,0,,0,0,0,22,300,0,4,2,1,,0,,0,2021-12-03,,,,,786.8671611,6143.138826
821,803,인천광역시,동구,28140,화수로,인천광역시 동구 화수2동,어린이집,통합구역(송현초교-화평어린이집),37.481621,126.634671,인천광역시청,,,,,,,,4,0,,0,0,0,16,255,0,2,5,4,,0,,0,2021-12-03,,,,,814.6412862,6353.591465
822,804,인천광역시,동구,28140,송림로,인천광역시 동구 송림1동182-222,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.475039,126.642082,인천광역시청,,,,,,,,4,0,,0,0,0,12,0,0,0,0,0,,0,,0,2021-12-03,,,,,663.2030752,7133.572424
823,832,인천광역시,미추홀구,28177,재넘이길19번길,인천광역시 미추홀구 학익2동663-4,어린이집,개나리어린이집,37.446384,126.66546,인천광역시청,,,,,,,,0,0,,0,0,0,3,0,0,2,0,,,30,,0,2021-12-03,,,,,497.8444511,1489.039684
824,805,인천광역시,동구,28140,송림로70번길,인천광역시 동구 송림2동,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.474194,126.642901,인천광역시청,,,,,,,,4,0,,0,0,0,9,38,0,0,0,1,,0,,0,2021-12-03,,,,,436.5108074,1152.49808
825,806,인천광역시,동구,28140,금곡로47번길,인천광역시 동구 송림1동182-222,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.473777,126.641336,인천광역시청,,,,,,,,0,0,,0,0,0,6,0,0,0,0,1,,0,,0,2021-12-03,,,,,250.556892,599.6575485
826,848,인천광역시,미추홀구,28177,동주길97번길,인천광역시 미추홀구 주안4동1538-18,어린이집,호산나어린이집,37.455636,126.68411,인천광역시청,,,,,,,,0,0,,0,0,0,8,0,0,0,2,,,30,,0,2021-12-03,,,,,283.889644,747.701508
827,808,인천광역시,동구,28140,우각로15번길,인천광역시 동구 금창동77,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.472089,126.638905,인천광역시청,,,,,,,,0,0,,0,0,0,0,90,0,0,3,3,,0,,0,2021-12-03,,,,,420.543325,1146.415275
828,952,인천광역시,미추홀구,28177,경원대로875번길,인천광역시 미추홀구 주안6동951-5,초등학교,석암초등학교,37.461087,126.68672,인천광역시청,,,,,,,,0,0,,1,0,0,4,0,0,1,2,,,30,,0,2021-12-03,,,,,277.2483875,758.5537917
829,809,인천광역시,동구,28140,우각로,인천광역시 동구 금창동77,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.47091,126.639401,인천광역시청,,,,,,,,0,0,,0,0,0,1,150,0,1,6,1,,0,,0,2021-12-03,,,,,905.8287611,3934.084334
830,831,인천광역시,미추홀구,28177,재넘이길,인천광역시 미추홀구 용현1.4동,어린이집,개나리어린이집,37.447331,126.666204,인천광역시청,,,,,,,,0,0,,0,0,0,3,0,0,2,2,,,30,,0,2021-12-03,,,,,400.7173479,1137.970705
831,817,인천광역시,동구,28140,송림로118번길,인천광역시 동구 송림3.5동,초등학교,서림초교,37.476382,126.647842,인천광역시청,,,,,,,,0,0,,0,0,0,15,0,0,0,0,1,,0,,0,2021-12-03,,,,,249.4470651,626.2366428
832,811,인천광역시,동구,28140,샛골로73번길,인천광역시 동구 금창동77,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.469995,126.640443,인천광역시청,,,,,,,,0,0,,0,0,0,3,0,0,0,6,0,,0,,0,2021-12-03,,,,,519.062564,1368.345148
833,820,인천광역시,동구,28140,솔빛로91번길,인천광역시 동구 송림2동,초등학교,서흥초교-동구노인복지회관통합,37.478943,126.644067,인천광역시청,,,,,,,,0,0,,0,0,0,11,0,0,0,3,1,,0,,0,2021-12-03,,,,,472.1680735,1636.31503
834,812,인천광역시,동구,28140,금곡로,인천광역시 동구 송림1동182-222,어린이집,동명초교(창영초교-영화초교-동구사랑어린이집통합),37.473243,126.63956,인천광역시청,,,,,,,,0,0,,0,0,0,20,0,0,2,2,1,,0,,0,2021-12-03,,,,,829.1130117,3526.004503
835,867,인천광역시,미추홀구,28177,석정로462번길,인천광역시 미추홀구 주안5동13-41,어린이집,연지어린이집,37.465649,126.686715,인천광역시청,,,,,,,,0,0,,1,0,0,8,0,0,0,2,,,30,,0,2021-12-03,,,,,228.4011177,1054.909666
836,813,인천광역시,동구,28140,금곡로,인천광역시 동구 송림3.5동,초등학교,서림초교,37.474636,126.647113,인천광역시청,,,,,,,,0,0,,0,0,0,9,147,0,0,4,0,,0,,0,2021-12-03,,,,,372.2181028,1798.427562
