objectid,facility_id,ctprvnnm,signgunm,signgucode,rdnmadr,lnmadr,fclty_knd,trget_fclty_nm,latitude,longitude,institution_nm,cmptnc_polcsttn_nm,cctv_yn,cctv_number,prtcarea_rw,dsgn_ymd,et,bt,sgngnrco,unitysflblco,prtcareasflblco,crslkco,hghlacrslkco,bollaco,rdscindictco,prctfenceet,nesinstlet,roadrflectco,ovrspdprvnco,sliprvnfclco,sliprvnfclet,lmttves,lmttvesgnalco,prkstopprhibtsgnalco,referencedate,instt_code,instt_nm,handicapcvntlyn,handicapcvntltype,shape_Length,shape_Area
745,720,인천광역시,중구,28110,인중로63번길,인천광역시 중구 신흥동97,초등학교,신광초등학교,37.463894,126.635727,인천광역시청,,,,,,,,,1,,2,0,,2,80,250,1,,,,30,,0,2021-12-03,,,,,333.2573904,1941.906565
747,725,인천광역시,중구,28110,홍예문로,인천광역시 중구 신포동97,초등학교,인성초등학교,37.473299,126.624945,인천광역시청,,,,,,,,1,4,,4,0,,10,210,810,3,3,2,,30,,0,2021-12-03,,,,,508.2086657,2466.715199
748,726,인천광역시,중구,28110,신포로47번길,인천광역시 중구 신포동97,초등학교,인성초등학교,37.473314,126.625628,인천광역시청,,,,,,,,,,,,0,,1,12,70,,,1,,30,,0,2021-12-03,,,,,204.4646455,801.8706056
749,727,인천광역시,중구,28110,매소홀로,인천광역시 중구 신흥동97,초등학교,신선초등학교,37.452436,126.629269,인천광역시청,,,,,,,,2,3,,2,0,,12,120,1450,,2,2,,30,,0,2021-12-03,,,,,936.7771945,12432.7561
750,728,인천광역시,중구,28110,축항대로291번길,인천광역시 중구 신흥동97,초등학교,신선초등학교,37.450861,126.628515,인천광역시청,,,,,,,,1,6,,2,0,,13,420,1620,,2,3,,30,,0,2021-12-03,,,,,854.6876436,8569.168945
751,729,인천광역시,중구,28110,서해대로262번길,인천광역시 중구 신흥동97,초등학교,신선초등학교,37.45011,126.627281,인천광역시청,,,,,,,,1,2,,4,0,,8,,,2,,,,30,,0,2021-12-03,,,,,346.4947573,2988.345811
752,730,인천광역시,중구,28110,답동로24번길,인천광역시 중구 율목동,유치원,성산유치원,37.470255,126.631408,인천광역시청,,,,,,,,,2,,,0,,2,,,2,3,1,,30,,0,2021-12-03,,,,,470.6971023,1074.25005
753,731,인천광역시,중구,28110,자유공원로,인천광역시 중구 개항동,유치원,자유유치원,37.478936,126.620974,인천광역시청,,,,,,,,,5,,,0,,10,,,7,3,1,,30,,0,2021-12-03,,,,,71.01290184,95.80738772
754,744,인천광역시,중구,28110,동화마을길,인천광역시 중구 개항동,어린이집,섭리어린이집,37.478012,126.620366,인천광역시청,,,,,,,,,1,,,0,,1,,,,,1,,30,,0,2021-12-03,,,,,316.9209195,1353.671956
755,741,인천광역시,중구,28110,참외전로174번길,인천광역시 중구 율목동,어린이집,구립장미어린이집,37.471591,126.635055,인천광역시청,,,,,,,,,3,,,0,,4,,,3,4,1,,30,,0,2021-12-03,,,,,389.0223661,1084.064985
756,734,인천광역시,중구,28110,도원로8번길,인천광역시 중구 신흥동97,유치원,지영유치원,37.464766,126.637429,인천광역시청,,,,,,,,,4,,,0,,8,,,1,6,,,30,,0,2021-12-03,,,,,591.2196999,1798.434483
757,735,인천광역시,중구,28110,인중로50번길,인천광역시 중구 신흥동97,유치원,지영유치원,37.464368,126.63756,인천광역시청,,,,,,,,,1,,1,0,,2,,,,1,,,30,,0,2021-12-03,,,,,127.8615877,293.6360293
758,736,인천광역시,중구,28110,답동로30번길,인천광역시 중구 율목동,어린이집,양문선교어린이집,37.471622,126.632955,인천광역시청,,,,,,,,,2,,,0,,3,,,,1,1,,30,,0,2021-12-03,,,,,133.4618373,292.9166922
759,776,인천광역시,중구,28110,중산동1910-19,인천광역시 중구 영종1동1640-1,유치원,뒤나미스유치원,37.499578,126.56767,인천광역시청,,,,,,,,,2,,,0,,8,,,,,1,,30,,0,2021-12-03,,,,,232.2832166,982.8930917
760,737,인천광역시,중구,28110,개항로96번길,인천광역시 중구 율목동,어린이집,양문선교어린이집,37.471653,126.633366,인천광역시청,,,,,,,,,2,,,0,,3,,,,2,1,,30,,0,2021-12-03,,,,,200.107464,652.4953715
761,738,인천광역시,중구,28110,제물량로,인천광역시 중구 신포동97,어린이집,월디어린이집,37.470154,126.62557,인천광역시청,,,,,,,,4,5,,5,0,,14,40,1400,,,1,,50,,0,2021-12-03,,,,,751.2468206,9762.868586
764,746,인천광역시,중구,28110,자유공원서로,인천광역시 중구 개항동,어린이집,푸른숲어린이집/비둘기어린이집,37.476754,126.620805,인천광역시청,,,,,,,,,1,,,0,,6,,,,3,2,,0,,0,2021-12-03,,,,,305.9014637,1144.902942
765,752,인천광역시,중구,28110,넙디로,인천광역시 중구 영종동,초등학교,운서초등학교,37.483068,126.510812,인천광역시청,,,,,,,,4,8,,4,0,,27,260,1560,,,8,,30,,0,2021-12-03,,,,,707.1974389,7424.151398
766,753,인천광역시,중구,28110,운서2로,인천광역시 중구 운서동3056-6,초등학교,운서초등학교,37.484186,126.511497,인천광역시청,,,,,,,,,9,,2,0,,9,109,330,1,2,2,,30,,0,2021-12-03,,,,,537.6852754,2207.523975
767,759,인천광역시,중구,28110,신도시남로32번길,인천광역시 중구 운서동3056-6,초등학교,공항초등학교,37.492571,126.484505,인천광역시청,,,,,,,,,1,,,0,,6,,,,2,,,30,,0,2021-12-03,,,,,138.8572508,548.4005913
768,766,인천광역시,중구,28110,은하수로,인천광역시 중구 영종1동1640-1,초등학교,인천하늘초등학교,37.497598,126.558738,인천광역시청,,,,,,,,6,,,6,0,,11,1300,2500,,1,6,,30,,0,2021-12-03,,,,,1469.248442,14087.62049
769,765,인천광역시,중구,28110,은하수로,인천광역시 중구 영종1동1640-1,초등학교,영종초등학교,37.489868,126.550671,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,1192.059703,15463.79689
770,762,인천광역시,중구,28110,운남서로,인천광역시 중구 영종동,초등학교,운남초등학교,37.490843,126.529729,인천광역시청,,,,,,,,8,18,,21,0,,19,404,620,5,13,11,,30,,0,2021-12-03,,,,,1367.345277,13008.63811
771,754,인천광역시,중구,28110,남북로,인천광역시 중구 용유동7-3,초등학교,용유초등학교,37.446508,126.410749,인천광역시청,,,,,,,,8,7,,3,0,,14,220,980,,2,1,,30,,0,2021-12-03,,,,,1123.654165,13462.3827
772,788,인천광역시,중구,28110,하늘중앙로,인천광역시 중구 영종1동1640-1,초등학교,중산초등학교,37.495243,126.565146,인천광역시청,,,,,,,,,6,,,0,,6,800,,,1,5,,30,,0,2021-12-03,,,,,1356.476751,16490.58952
773,755,인천광역시,중구,28110,용유로,인천광역시 중구 용유동7-3,초등학교,용유초등학교,37.445899,126.411901,인천광역시청,,,,,,,,2,3,,2,0,,7,,78,,,,,30,,0,2021-12-03,,,,,535.9153813,7626.084118
774,756,인천광역시,중구,28110,남북로87번길,인천광역시 중구 용유동7-3,초등학교,용유초등학교,37.447917,126.411894,인천광역시청,,,,,,,,,2,,,0,,1,,,,2,,,30,,0,2021-12-03,,,,,243.3501083,703.1936717
776,786,인천광역시,중구,28110,남디로안길,인천광역시 중구 영종동,유치원,이튼유치원,37.481191,126.519601,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,502.3393475,1510.650488
777,763,인천광역시,중구,28110,관창로,인천광역시 중구 영종동,초등학교,운남초등학교,37.491358,126.530396,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,978.402301,6395.435601
778,757,인천광역시,중구,28110,신도시남로,인천광역시 중구 운서동3056-6,초등학교,공항초등학교,37.492577,126.484933,인천광역시청,,,,,,,,4,7,,5,0,,25,417,4010,,,5,,30,,0,2021-12-03,,,,,1839.597544,26292.92263
779,758,인천광역시,중구,28110,흰바위로,인천광역시 중구 운서동3056-6,초등학교,공항초등학교,37.492515,126.486702,인천광역시청,,,,,,,,3,1,,3,0,,16,354,1600,,,5,,30,,0,2021-12-03,,,,,640.1759792,8692.034145
781,760,인천광역시,중구,28110,신도시북로,인천광역시 중구 운서동3056-6,초등학교,삼목초등학교,37.498605,126.485167,인천광역시청,,,,,,,,4,6,,4,0,,27,258,1900,,4,4,,30,,0,2021-12-03,,,,,1266.170203,18417.38655
782,761,인천광역시,중구,28110,신도시북로43번길,인천광역시 중구 운서동3056-6,초등학교,삼목초등학교,37.499268,126.484445,인천광역시청,,,,,,,,,,,1,0,,,,180,,1,,,30,,0,2021-12-03,,,,,237.362845,1526.449564
783,764,인천광역시,중구,28110,하늘달빛로,인천광역시 중구 영종1동1640-1,초등학교,영종초등학교,37.488925,126.554221,인천광역시청,,,,,,,,13,3,,6,0,,21,950,1950,,2,7,,,,0,2021-12-03,,,,,1247.031312,22925.29026
785,768,인천광역시,중구,28110,은골로,인천광역시 중구 운서동3056-6,유치원,해님나라유치원,37.496338,126.491951,인천광역시청,,,,,,,,2,2,,1,0,,13,,1800,,,2,,30,,0,2021-12-03,,,,,648.730738,3065.02999
787,769,인천광역시,중구,28110,신도시북로,인천광역시 중구 운서동3056-6,유치원,해님나라유치원,37.496689,126.490574,인천광역시청,,,,,,,,,4,,1,0,,5,,,,3,,,50,,0,2021-12-03,,,,,639.8369622,8783.206393
788,770,인천광역시,중구,28110,영종대로27번길,인천광역시 중구 운서동3056-6,유치원,초롱유치원,37.495263,126.481776,인천광역시청,,,,,,,,2,4,,2,0,,8,63,350,,3,,,30,,0,2021-12-03,,,,,346.159524,2216.178004
789,771,인천광역시,중구,28110,영종대로,인천광역시 중구 운서동3056-6,유치원,초롱유치원,37.494478,126.482167,인천광역시청,,,,,,,,2,2,,1,0,,,,540,,,,,60,,0,2021-12-03,,,,,674.3739038,11895.03915
790,781,인천광역시,중구,28110,마시란로,인천광역시 중구 용유동7-3,어린이집,바다어린이집,37.436752,126.413189,인천광역시청,,,,,,,,,4,,,0,,7,,,1,6,2,,30,,0,2021-12-03,,,,,921.5597985,3473.382283
791,772,인천광역시,중구,28110,백운로,인천광역시 중구 영종동,유치원,영종유치원,37.499741,126.555311,인천광역시청,,,,,,,,,4,,,0,,7,,,2,3,3,,30,,0,2021-12-03,,,,,953.1574462,5338.85948
794,773,인천광역시,중구,28110,백운로,인천광역시 중구 영종동,유치원,영종유치원,37.500483,126.551599,인천광역시청,,,,,,,,,3,,,0,,12,,,,3,2,,30,,0,2021-12-03,,,,,927.4428973,3992.316764
795,774,인천광역시,중구,28110,눈돌로,인천광역시 중구 운서동3056-6,유치원,무지개유치원,37.491896,126.48428,인천광역시청,,,,,,,,,2,,1,0,,5,,,,2,1,,30,,0,2021-12-03,,,,,315.6728598,1382.178165
796,775,인천광역시,중구,28110,중산동1911-6,인천광역시 중구 영종1동1640-1,유치원,뒤나미스유치원,37.499959,126.567097,인천광역시청,,,,,,,,,2,,,0,,3,,,,1,1,,30,,0,2021-12-03,,,,,187.6202747,1042.683287
797,782,인천광역시,중구,28110,운남서로76번길,인천광역시 중구 영종동,어린이집,예쁜어린이집/하람어린이집/운남어린이집,37.49314,126.531671,인천광역시청,,,,,,,,,3,,1,0,,15,,,5,6,3,,30,,0,2021-12-03,,,,,473.994836,2271.131212
798,783,인천광역시,중구,28110,운남서로,인천광역시 중구 영종동,어린이집,예쁜어린이집/하람어린이집/운남어린이집,37.494075,126.532616,인천광역시청,,,,,,,,4,3,,7,0,,8,,,,2,2,,30,,0,2021-12-03,,,,,389.7006754,2792.07319
799,777,인천광역시,중구,28110,신도시북로88번길,인천광역시 중구 운서동3056-6,어린이집,사랑어린이집,37.499716,126.489047,인천광역시청,,,,,,,,,6,,,0,,6,64,,,1,5,,30,,0,2021-12-03,,,,,563.5253264,2476.155305
801,778,인천광역시,중구,28110,신도시북로,인천광역시 중구 운서동3056-6,어린이집,사랑어린이집,37.500119,126.490245,인천광역시청,,,,,,,,3,,,3,0,,,,,,,,,60,,0,2021-12-03,,,,,610.5144481,8104.117538
803,779,인천광역시,중구,28110,공항로424번길,인천광역시 중구 운서동3056-6,어린이집,인천공항어린이집,37.439808,126.464562,인천광역시청,,,,,,,,,2,,,0,,2,,900,,,1,,30,,0,2021-12-03,,,,,855.6211976,13584.20547
806,784,인천광역시,중구,28110,운남로,인천광역시 중구 영종동,어린이집,예쁜어린이집/하람어린이집/운남어린이집,37.497035,126.536006,인천광역시청,,,,,,,,,3,,1,0,,15,,,5,6,3,,30,,0,2021-12-03,,,,,1922.859896,9442.766362
807,787,인천광역시,중구,28110,남디로14번길,인천광역시 중구 영종동,유치원,이튼유치원,37.481064,126.52007,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,426.7989428,2043.020091
808,789,인천광역시,중구,28110,두미포로,인천광역시 중구 영종1동1640-1,초등학교,중산초등학교,37.495391,126.565906,인천광역시청,,,,,,,,3,,,3,0,,,100,,,,,,60,,0,2021-12-03,,,,,1757.258891,17304.50064
809,791,인천광역시,중구,28110,자연대로,인천광역시 중구 영종1동1640-1,초등학교,별빛초등학교,37.492707,126.553884,인천광역시청,,,,,,,,4,2,,2,0,,21,,,,,,,50,,0,2021-12-03,,,,,722.5161541,14904.66154
810,792,인천광역시,중구,28110,대무의로,인천광역시 중구 용유동7-3,초등학교,인천용유초등학교무의분교,37.390684,126.425388,인천광역시청,,,,,,,,,,,,0,,,,,,,,,30,,0,2021-12-03,,,,,998.5067925,2922.099106
1310,767,인천광역시,중구,28110,두미포로,인천광역시 중구 영종1동1640-1,초등학교,인천하늘초등학교,37.497771,126.559636,인천광역시청,,,,,,,,8,,,6,0,,21,1000,2000,,1,8,,30,,0,2021-12-03,,,,,1282.543247,13131.67817
1311,745,인천광역시,중구,28110,자유공원서로,인천광역시 중구 개항동,어린이집,푸른숲어린이집/비둘기어린이집,37.475656,126.620475,인천광역시청,,,,,,,,,1,,,0,,3,,,,3,3,,0,,0,2021-12-03,,,,,483.8067513,1577.468244
